Use,Level 1,title level 1,Level 2,title level 2,Level 3,title level 3,function,title,Text,Work
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VII,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VII,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VIII,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IX,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Psalm,Matines - Psalm X,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,O beata Maria quis digne tibi valeat,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III (alternatif),-,
Marseille,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VII,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VIII,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,O gloriosa Dei genitrix,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Antiphon,Prime - Antiphon,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Short lesson,Prime - Short lesson,Ab initio et ante saecula,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Antiphon,Tierce - Antiphon,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Et sic in Syon,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Respond,Tierce - Respond,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Verse,Tierce - Verse II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Orationes,Oration,Tierce - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Antiphon,Sexte - Antiphon,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Respond,Sexte - Respond,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Short lesson,Verse,Sexte - Verse II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Orationes,Oration,Sexte - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Antiphon,None - Antiphon,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm VI,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Respond,None - Respond,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Verse,None - Verse II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,None,Level 3,Orationes,Oration,None - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Beata mater et innupta,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm V,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Versicle,Vêpres - Versicle II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Response,Vêpres - Response II 2,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Canticle,Magnificat Antiphon,Vêpres - Magnificat Antiphon,Sancta Maria succurre,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Orationes,Oration,Vêpres - Oration III,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm IV,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Versicle,Complies - Versicle II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Response,Complies - Response II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon alternative du Nunc dimittis,Complies - Antiphon alternative du Nunc dimittis,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration I,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration II,-,
Marseille,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Orationes,Oration,Complies - Oration III,-,
Marseille,,,,,,,,,,
Marseille,,,,,,,,,,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Hymn,Hymn,Matines - Hymn,Quem terra pontus,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm III,Qui confidunt,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Invitatory,Invitatory,Matines - Invitatory,Ave Maria,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Hymn,Hymn,Prime - Hymn,Rex Christe clementissime,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Hymn,Hymn,Tierce - Hymn,Rex Christe clementissime,
Mayence,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm I,Saepe expugnaverunt me,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond I,Sancta et immaculata virginitas,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Hymn,Vêpres - Hymn,Ave maris stella,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,HSL,Short lesson,Vêpres - Short lesson,Sicut cynamomum,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Antiphon,Complies - Antiphon I,Sub tuam protectionem,
Mayence,Level 1,Hours of the Virgin,Level 2,None,Level 3,Short lesson,Short lesson,None - Short lesson,Transite ad me omnes,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm I,Ad Dominum cum tribularer,
Mayence,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm III,Beati omnes qui timent,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon I,Benedicta tu,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm II,Caeli enarrant,
Mayence,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm II,De profundis clamavi ad te,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm I,Ad te levavi oculos meos,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm IV,Deus misereatur nostri,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm III,Deus Deus meus,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm I,Dixit Dominus,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm I,Domine Dominus noster,
Mayence,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Psalm,None - Psalm III,Domine non est exaltatum,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm III,Domini est terra,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm I,Dominus regnavit decorem,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm III,Ecce nunc,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm II,Ecce quam bonum,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Antiphon,Vêpres - Antiphon I,Ecce tu pulchra es,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Short lesson,Short lesson,Tierce - Short lesson,Ego quasi vitis,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Short lesson,Prime - Short lesson,Ego sapientia,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Short lesson,Laudes - Short lesson,Ego sum genus et radix,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III,Felix namque,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,HSL,Hymn,Complies - Hymn,Fit porta Christi,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Canticle,Antiphon du Nunc dimittis,Complies - Antiphon du Nunc dimittis,Glorificamus te,
Mayence,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm I,In convertendo,
Mayence,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Antiphon,Sexte - Antiphon,In odore unguentorum tuorum,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson I,In omnibus requiem,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm III,Laetatus sum in his,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm III,Laetatus sum in his,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VI,Laudate Dominum de caelis,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm II,Laudate pueri,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm II,Levavi oculos meos,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Antiphon,Tierce - Antiphon,Maria virgo assumpta est,
Mayence,Level 1,Hours of the Virgin,Level 2,Compline,Level 3,Psalms,Psalm,Complies - Psalm I,Memento Domine David,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon III,Ante torum,
Mayence,Level 1,Hours of the Virgin,Level 2,Sext,Level 3,Psalms,Psalm,Sexte - Psalm II,Nisi Dominus,
Mayence,Level 1,Hours of the Virgin,Level 2,Vespers,Level 3,Psalms,Psalm,Vêpres - Psalm IV,Nisi Dominus aedificaverit,
Mayence,Level 1,Hours of the Virgin,Level 2,Terce,Level 3,Psalms,Psalm,Tierce - Psalm II,Nisi quia Dominus,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Hymn,Laudes - Hymn,O gloriosa domina,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon I,Assumpta est Maria,
Mayence,Level 1,Hours of the Virgin,Level 2,None,Level 3,Psalms,Antiphon,None - Antiphon,Pulchra es et decora,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson III,Quasi cedrus,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon II,Sicut myrrha,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon IV,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IV,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon V,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm V,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VI,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VI,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Antiphon,Matines - Antiphon VII,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VII,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm VIII,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Psalms,Psalm,Matines - Psalm IX,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Psalm,Matines - Psalm X,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Lesson,Matines - Lesson II,Et sic in Syon,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond II,Beata es Maria quae Dominum,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Respond,Matines - Respond III (alternatif),-,
Mayence,Level 1,Hours of the Virgin,Level 2,Matins,Level 3,Lessons,Verse,Matines - Verse III,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm II,Iubilate Deo omnis terra,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon III,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon IV,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon V,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm V,Benedicite,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Antiphon,Laudes - Antiphon VI,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VII,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Psalms,Psalm,Laudes - Psalm VIII,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Alternative Hymn,Laudes - Alternative Hymn,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Versicle,Laudes - Versicle II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,HSL,Response,Laudes - Response II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Canticle,Benedictus Antiphon,Laudes - Benedictus Antiphon,Alma virgo maria quae genuisti Christum,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Lauds,Level 3,Orationes,Oration,Laudes - Oration III,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Antiphon,Prime - Antiphon,Sancta Dei genitrix virgo,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm IV,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm V,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Psalms,Psalm,Prime - Psalm VI,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Respond,Prime - Respond,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Short lesson,Verse,Prime - Verse II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration I,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration II,-,
Mayence,Level 1,Hours of the Virgin,Level 2,Prime,Level 3,Orationes,Oration,Prime - Oration III,-,
